Object.ID	Circularity.Factor	Mean.Intensity.EGFP	Mean.Intensity.mCherry	Area	Position	P.bodies..Counts	P.bodies.nuc..Counts	total_intensity_DCP1A_P.bodies	mean_intensity_DCP1A_P.bodies	total_intensity_DCP1A_P.bodies.nuc	mean_intensity_DCP1A_P.bodies.nuc	total_intensity_DCP1A_cytoplasm	mean_intensity_DCP1A_cytoplasm	total_intensity_P.bodies_all	mean_intensity_P.bodies_all	P.bodies_count	P.bodies.nuc_count	Parent.Object.ID..Well.	Parent.Trace.ID	black	green	nuclei	red
99397	1.0391828	361.96436	175.3781	1571	1	2	1	3108	388.5	469	9.7708333	49485	43.446005	3577	65.036364	2	1	190	-1	0	1	1	0
32178	1.021547	300.82867	208.74838	1395	1	2	0	22444	1402.75	0	0	11482	10.761012	22444	1402.75	2	0	57	-1	0	0	1	1
209494	1.0819263	358.1329	181.48767	1866	6	2	0	5006	227.54545	0	0	50249	25.263449	5006	227.54545	2	0	375	-1	0	1	1	0
83123	1.0443949	223.69768	180.93024	344	9	1	1	4810	370	133	7.8235294	19163.999	25.215788	4943	170.44828	1	1	120	-1	0	0	0	0
215166	1.0276017	262.96155	206.26602	1248	9	0	0	0	0	0	0	83962	36.521096	0	0	0	0	363	-1	0	0	1	1
171541	1.0573941	407.93317	171.14896	1242	7	2	0	3804	253.6	0	0	43363	54.476131	3804	253.6	2	0	265	-1	0	1	1	0
102398	1.0550063	249.76842	200.80638	1317	9	1	2	1526	218	1592	15.607843	83720	29.427065	3118	28.87037	1	2	187	-1	0	0	1	1
187268	1.098592	317.26422	174.81685	950	7	0	2	0	0	1295	7.4425287	0	0	1295	7.4425287	0	2	320	-1	0	1	1	0
103345	1.103794	283.38437	204.55537	1228	3	0	0	0	0	0	0	95135	34.835225	0	0	0	0	185	-1	0	0	1	1
109795	1.0545049	369.01331	218.46147	1051	9	2	1	1889	145.30769	178	7.7391304	111723	79.012023	2067	59.057143	2	1	176	-1	0	0	1	1
199318	1.0645847	337.44531	167.43378	1042	4	0	0	0	0	0	0	5232	10.655804	0	0	0	0	353	-1	0	1	1	0
86456	1.0569325	252.75865	191.94812	1272	1	0	0	0	0	0	0	20072	22.887115	0	0	0	0	148	-1	0	0	1	1
59593	1.0781504	340.20175	174.63214	1487	4	1	1	2722	302.44444	4995	55.5	184654.02	59.874843	7717	78.744898	1	1	106	-1	0	1	1	0
127455	1.0454145	235.54886	187.66336	1310	8	5	0	23298	629.67568	0	0	83268	30.093242	23298	629.67568	5	0	213	-1	0	0	1	1
83703	1.0402877	263.35492	175.20981	1468	5	0	1	0	0	1333	17.773333	13167	14.390164	1333	17.773333	0	1	144	-1	1	0	1	0
80213	1.0795391	427.40323	173.59535	1421	3	2	1	1660.9999	92.277774	9062	104.16092	294434	103.49174	10723	103.10577	2	1	122	-1	0	1	1	0
176509	1.0549197	258.18353	211.14174	1651	7	2	2	12021	751.3125	879	7.7787611	116213.01	36.316565	12900	100.78125	2	2	299	-1	0	0	1	1
114064	1.0514006	279.90479	190.9017	1292	7	3	1	7986	363	293	5.86	69178	63.118613	8279	116.60563	3	1	169	-1	0	0	1	1
212791	1.1049884	388.82074	175.07784	1696	4	0	2	0	0	621	7.2209302	15916.999	15.790674	621	7.2209302	0	2	367	-1	0	1	1	0
172385	1.0823604	277.25336	202.99368	3643	5	2	0	10258	789.07692	0	0	247202	39.832743	10258	789.07692	2	0	264	-1	0	0	0	0
74794	1.0598476	451.19034	159.83427	1056	9	0	0	0	0	0	0	88564	79.145666	0	0	0	0	133	-1	0	1	1	0
185295	1.058426	339.68979	162.25049	519	7	3	1	32558	1162.7857	1036	18.5	-16987	-23.333792	33594	404.74699	3	1	327	-1	0	0	0	0
33039	1.0922662	321.52917	308.71594	5108	1	2	2	3525	167.85714	585	5.7920792	513766.97	66.879324	4110	33.966942	2	2	59	-1	0	0	0	0
206767	1.1076664	448.55704	173.90479	1964	9	0	1	0	0	476.00003	11.900001	190681.99	112.56316	476.00003	11.900001	0	1	381	-1	0	1	1	0
30234	1.0827148	227.01744	257.42368	1605	9	2	1	5052	297.17647	284	4.9824561	78344	20.53578	5336	73.09589	2	1	51	-1	0	0	1	1
198632	1.0732032	258.2218	239.26848	771	1	0	2	0	0	320	5	11406	20.775956	320	5	0	2	352	-1	0	0	1	1
133535	1.0261452	267.21622	213.91769	814	6	0	0	0	0	0	0	53166	28.507239	0	0	0	0	236	-1	0	0	1	1
48314	1.0302679	296.54071	274.50946	1376	7	2	0	1080	83.076923	0	0	165540	47.802483	1080	83.076923	2	0	83	-1	0	0	1	1
20579	1.046202	371.367	169.392	1000	4	0	1	0	0	2946	32.373626	16423	25.035061	2946	32.373626	0	1	33	-1	0	1	1	0
81815	1.0882673	261.76324	203.12372	2910	8	3	1	4895	233.09524	511	7.6268657	208813	42.484842	5406	62.137931	3	1	121	-1	0	0	0	0
137152	1.0246619	578.07892	172.12834	1457	3	0	1	0	0	258	5.2653061	476162.97	170.97414	258	5.2653061	0	1	229	-1	0	1	1	0
214513	1.065626	290.9837	228.09731	2333	2	3	1	28154	879.8125	425	5.0595238	24090	15.964215	28579	248.51304	3	1	364	-1	0	0	1	1
52160	1.2013051	272.34549	210.02576	1592	8	5	0	32474	877.67568	0	0	227774.99	61.560807	32474	877.67568	5	0	73	-1	0	0	0	0
32082	1.0797612	481.33298	173.62955	961	9	0	0	0	0	0	0	106582	117.12308	0	0	0	0	56	-1	0	1	1	0
154150	1.1018971	229.95583	173.61981	1494	8	0	1	0	0	597	8.9104478	13127	10.409992	597	8.9104478	0	1	256	-1	0	0	1	0
83228	1.0789576	276.63647	181.39168	1634	1	2	2	10268	733.42857	683	5.1353383	74333	51.299517	10951	75.006849	2	2	144	-1	0	0	1	0
130274	1.087932	224.01945	233.78502	1028	3	0	1	0	0	457	5.3139535	949	3.3066202	457	5.3139535	0	1	239	-1	0	0	1	1
65943	1.027885	335.76733	231.36588	1629	4	3	1	4416	184	3723	35.798077	191580	99.264249	8139	64.086614	3	1	118	-1	0	0	1	1
203103	1.0787578	266.20105	177.68523	1706	2	0	1	0	0	356	7.7391304	84053	28.224647	356	7.7391304	0	1	359	-1	1	0	1	0
116452	1.2542446	374.79858	185.97047	13381	7	10	10	61498	690.98877	7775	15.581162	371479	89.105062	69273	118.01193	10	10	192	-1	0	0	0	0
15904	1.0433887	446.64502	178.46169	1031	2	0	2	0	0	4396	41.084112	252356	117.75828	4396	41.084112	0	2	43	-1	0	1	1	0
116802	1.0254408	360.23813	174.48445	1222	1	0	2	0	0	7004	40.252874	71980	41.558892	7004	40.252874	0	2	193	-1	0	1	1	0
154848	1.0877297	284.20978	237.28491	3580	8	3	0	38843	1109.8	0	0	398143.03	58.004521	38843	1109.8	3	0	257	-1	0	0	0	0
111396	1.0188827	237.11269	189.83284	1340	6	3	2	4587.9999	139.0303	1521.9999	13.836363	90387	36.549535	6109.9998	43.028167	3	2	173	-1	0	0	1	1
146033	1.0303478	366.51782	165.57767	1487	7	0	2	0	0	1861	21.390805	104809	75.347951	1861	21.390805	0	2	240	-1	0	1	1	0
168441	1.0426983	514.08911	172.31323	2289	8	0	1	0	0	3039	98.032258	47412	22.343073	3039	98.032258	0	1	271	-1	0	1	1	0
48836	1.041972	312.89615	173.88107	597	5	1	1	5391	385.07143	1094	30.388889	72586	42.152149	6485	132.34694	1	1	81	-1	0	1	1	0
42901	1.07653	497.65115	173.43814	1075	9	3	0	6535	311.19048	0	0	87350.001	93.522485	6535	311.19048	3	0	94	-1	0	1	1	0
191880	1.0408684	373.35928	176.04654	1375	8	1	1	4735	676.42857	721	8.1011236	112101	93.808368	5456	57.431579	1	1	337	-1	0	1	1	0
169232	1.0479284	254.0256	218.524	1250	9	2	0	1196	56.952381	0	0	49652	20.340844	1196	56.952381	2	0	270	-1	0	0	1	1
8909	1.0553327	418.44357	181.83905	1019	7	0	2	0	0	4012.0001	37.849057	34936	47.338753	4012.0001	37.849057	0	2	15	-1	0	1	1	0
48608	1.0573666	272.53323	189.05748	1444	1	0	1	0	0	453	8.3888889	14834	17.617577	453	8.3888889	0	1	82	-1	0	0	1	1
65600	1.022943	280.39038	170.44254	1227	1	2	1	3134	261.16667	391	7.1090909	97031	39.507736	3525	53.409091	2	1	118	-1	0	1	1	0
39272	1.0375658	477.17426	180.42648	1911	4	7	1	33891	806.92857	297	9	263210	135.67526	34188	462	7	1	70	-1	0	1	1	0
103162	1.0042866	245.71571	346.24451	1407	9	0	0	0	0	0	0	64470	18.735833	0	0	0	0	186	-1	0	0	1	1
2227	1.0207131	325.20493	178.50943	1908	5	2	2	11503	884.84615	2734.9999	31.079545	267535	64.653214	14238	142.38	2	2	2	-1	0	1	1	0
215863	1.0205157	465.59338	175.43286	1601	4	0	1	0	0	1334	23.403509	34227	26.288018	1334	23.403509	0	1	361	-1	0	1	1	0
151317	1.0814128	288.01038	212.23491	1541	8	7	1	26812	505.88679	239	8.8518519	146020	48.17552	27051	342.41772	7	1	250	-1	0	0	1	1
4770	1.0282166	334.18915	177.49265	1565	9	0	0	0	0	0	0	184988	64.254255	0	0	0	0	6	-1	0	1	1	0
6035	1.0608946	312.45816	210.42035	1111	8	0	0	0	0	0	0	23509	18.167697	0	0	0	0	9	-1	0	0	1	1
142093	1.0615822	246.4597	273.04224	1799	7	0	1	0	0	446	6.2816901	19932	27.606648	446	6.2816901	0	1	220	-1	0	0	1	1
68458	1.0608467	222.30144	242.84114	1045	7	0	1	0	0	378	6	5022	11.26009	378	6	0	1	143	-1	0	0	1	1
202306	1.1004761	289.95612	184.6813	1048	5	2	1	5322	280.10526	824	20.6	56378	65.939182	6146	105.96552	2	1	358	-1	0	0	1	0
13038	1.0775569	246.04468	179.6841	4074	9	0	1	0	0	901	4.4825871	19418	7.1547532	901	4.4825871	0	1	23	-1	0	0	0	0
126712	1.0502975	234.9366	194.15489	1104	6	0	2	0	0	1086	7.3378378	4514	6.7777778	1086	7.3378378	0	2	212	-1	0	0	1	1
62395	1.0440299	421.98297	246.20287	1469	2	6	0	36806	994.75676	0	0	148487	118.59984	36806	994.75676	6	0	112	-1	0	0	1	1
201878	1.0781134	295.00693	204.549	1153	1	0	2	0	0	1495	18.6875	10868	21.185185	1495	18.6875	0	2	358	-1	0	0	1	1
72109	1.047516	268.01721	172.18387	930	5	0	1	0	0	302	10.785714	53918	28.512956	302	10.785714	0	1	137	-1	1	0	1	0
23087	1.0448341	327.21527	296.57672	1375	8	6	1	30007	769.41026	429	8.755102	295677	90.421101	30436	349.83908	6	1	28	-1	0	0	1	1
162493	1.0507315	926.0741	184.78084	1889	3	0	1	0	0	664	13.55102	361745	109.91948	664	13.55102	0	1	283	-1	0	1	1	0
86998	1.1517433	290.13208	192.29463	689	7	1	2	4598	383.16667	817	7.9320388	140930	50.639598	5415	47.5	1	2	148	-1	0	0	0	0
130418	1.0256176	263.08173	176.33913	1150	5	0	1	0	0	2233	34.890625	6057	7.1935867	2233	34.890625	0	1	239	-1	1	0	1	0
101037	1.0383588	252.20845	192.35388	1444	1	1	0	5628	296.21053	0	0	4284	14.232558	5628	296.21053	1	0	188	-1	0	0	1	1
124188	1.0526054	502.85544	191.27649	1425	5	2	0	14662	1127.8462	0	0	94752	67.487179	14662	1127.8462	2	0	207	-1	0	1	1	0
27385	1.1425501	378.6973	202.47429	1556	7	0	1	0	0	285	4.5967742	0	0	285	4.5967742	0	1	48	-1	0	0	1	1
59735	1.0595966	450.89883	171.34923	1028	7	0	2	0	0	1569	18.903614	110352	116.52799	1569	18.903614	0	2	106	-1	0	1	1	0
162429	1.0480798	293.34525	212.96794	1092	9	2	1	2518	148.11765	543	7.9852941	81734	39.125898	3061	36.440476	2	1	284	-1	0	0	1	1
19027	1.038438	362.80786	179.82138	739	1	0	1	0	0	534	10.269231	19816	33.360269	534	10.269231	0	1	37	-1	0	1	1	0
4937	1.0899419	477.0687	240.43051	1252	5	1	0	479	68.428571	0	0	63229	72.427262	479	68.428571	1	0	7	-1	0	0	1	1
63001	1.0241605	383.46326	235.23973	1606	9	1	2	514	73.428571	391	6.4098361	23486	26.418448	905	13.507463	1	2	112	-1	0	0	1	1
28796	1.0609538	303.38345	195.29909	1197	9	2	2	6161	616.1	736	6.5132743	36847	26.758896	6897	56.532787	2	2	49	-1	0	0	1	1
186194	1.0485739	429.81033	181.09908	1181	9	1	1	923	102.55556	3251.0002	39.168678	36782	26.16074	4174.0002	45.868135	1	1	325	-1	0	1	1	0
151771	1.2666363	281.51511	158.26073	629	6	2	1	2955	197	2240	15.555556	12591.999	52.686188	5195	32.879747	2	1	251	-1	0	0	0	0
135115	1.0271947	278.49506	157.5222	1216	6	0	1	0	0	450	10.97561	18728	22.215895	450	10.97561	0	1	233	-1	0	1	1	0
123374	1.0825799	711.85236	182.81799	989	7	0	0	0	0	0	0	76780	102.10106	0	0	0	0	205	-1	0	1	1	0
104007	1.045669	330.64362	170.31537	1243	3	0	0	0	0	0	0	141649	58.005324	0	0	0	0	184	-1	0	1	1	0
185686	1.0435577	496.75543	178.01648	1153	7	2	3	7659	589.15385	11402	80.865248	260577	151.58639	19061	124.5817	2	3	326	-1	0	1	1	0
172177	1.0529658	296.01559	234.12067	1989	2	2	3	13539.001	520.73081	4219	17.801688	53458	66.242875	17758.001	67.77863	2	3	264	-1	0	0	1	1
91825	1.0606481	326.59378	250.95085	997	7	0	0	0	0	0	0	27621	65.297872	0	0	0	0	157	-1	0	0	1	1
103481	1.0159387	402.5383	171.96042	1971	6	0	2	0	0	988	11.488372	28671	16.116358	988	11.488372	0	2	185	-1	0	1	1	0
507	1.0583865	315.25372	242.2896	808	6	0	1	0	0	2554	13.657754	43684	60.504155	2554	13.657754	0	1	0	-1	0	0	1	1
96807	1.0312027	268.26886	207.05818	1908	1	4	1	8931	357.24	990	25.384615	208458	53.629534	9921	157.47619	4	1	166	-1	0	0	1	1
79518	1.0252405	331.81937	189.91107	1788	7	2	0	2140	118.88889	0	0	95131	27.025852	2140	118.88889	2	0	125	-1	0	0	1	0
70856	1.0766815	229.30238	195.95093	1508	8	2	1	2310	165	349	6.98	24014	11.359508	2659	42.206349	2	1	140	-1	0	0	1	1
179044	1.1412038	405.5864	176.8102	1412	6	0	0	0	0	0	0	64424	39.47549	0	0	0	0	307	-1	0	1	1	0
29052	1.0315249	296.7948	221.72615	1384	4	2	1	3507	233.8	415.00003	9.6511635	148358	43.815121	3922	68.807018	2	1	50	-1	0	0	1	1
85319	1.0357836	453.07877	165.73143	1333	8	0	2	0	0	3322	41.012346	73578	67.751381	3322	41.012346	0	2	145	-1	0	1	1	0
8944	1.0922208	293.47513	223.97829	1105	7	1	1	4090	511.25	201	5.025	59520	88.96861	4291	91.297872	1	1	15	-1	0	0	1	1
76480	1.0258462	462.18811	166.83684	2286	3	2	3	1861	97.947368	2222	16.961832	52454	31.409581	4083	27.402685	2	3	129	-1	0	1	1	0
169097	1.0444926	327.75452	194.84142	1381	7	1	0	594	84.857143	0	0	153986	55.17234	594	84.857143	1	0	270	-1	0	0	1	1
167122	1.0147609	348.3522	188.93843	1803	3	0	1	0	0	214.00002	5.9444449	272992	79.059369	214.00002	5.9444449	0	1	273	-1	0	1	1	0
202295	1.1919814	292.82877	186.50568	2114	5	2	2	7140	476	1384	12.934579	32487	46.743885	8524	70.446281	2	2	358	-1	0	0	0	0
34752	1.0512293	334.01987	257.11172	1611	4	0	1	0	0	832	14.857143	37727	30.949139	832	14.857143	0	1	62	-1	0	0	1	1
41581	1.1626751	240.67471	196.52798	1697	7	0	0	0	0	0	0	44705	11.286291	0	0	0	0	95	-1	0	0	0	0
84866	1.0662474	402.5896	179.03841	1328	5	1	0	4179	348.25	0	0	47715	64.305929	4179	348.25	1	0	145	-1	0	1	1	0
189990	1.0489418	317.80695	162.46332	1295	9	2	0	8317	693.08333	0	0	155249	83.28809	8317	693.08333	2	0	312	-1	0	1	1	0
187387	1.1524936	494.42276	180.7245	4000	1	1	3	708	101.14286	5371	30.344633	939265	143.99279	6079	33.218579	1	3	319	-1	0	0	0	0
27161	1.0288544	555.74927	172.39696	985	6	1	1	5128	512.8	2170	47.173913	105162	146.46518	7298	132.69091	1	1	48	-1	0	1	1	0
44408	1.0800306	565.76257	214.73947	2729	6	1	2	9613	1373.2857	1899	28.343284	927502.06	174.40806	11512	157.69863	1	2	90	-1	0	0	0	0
158484	1.0376629	309.53305	184.7348	1135	3	1	2	856	122.28571	4632	43.28972	8828	11.554974	5488	48.566372	1	2	263	-1	0	1	1	0
123240	1.1166938	260.45972	216.50891	1179	5	0	1	0	0	419	5.9857143	23889.001	20.435416	419	5.9857143	0	1	205	-1	0	0	1	1
77822	1.1590596	364.35068	172.58275	2133	2	1	1	13518	1931.1429	3984	51.74026	78476	62.630487	17502	210.86747	1	1	127	-1	0	0	0	0
116800	1.0284496	251.17723	199.5569	1151	1	1	2	5252	750.28571	419.99998	4.9999998	78909	33.323057	5672	63.022222	1	2	193	-1	0	0	1	1
195046	1.0962179	1116.9493	180.44772	947	7	1	4	15702	1744.6667	20938	173.04132	106238	133.80101	36640	284.03101	1	4	344	-1	0	1	1	0
47786	1.0797368	263.52258	220.27449	1439	7	2	1	4915	327.66667	151	4.0810811	167139	42.889145	5066	99.333333	2	1	84	-1	0	0	1	1
32367	1.1174732	334.03668	169.24474	2235	5	2	2	20123	1117.9444	3190	8.5752688	70395	69.62908	23313	59.930591	2	2	57	-1	0	0	0	0
86252	1.1095608	323.09204	167.88786	1195	6	0	1	0	0	2964	53.890909	23799	22.687321	2964	53.890909	0	1	147	-1	0	1	1	0
205010	1.0131714	295.84476	175.29015	934	9	0	0	0	0	0	0	221924	51.622238	0	0	0	0	383	-1	0	1	1	0
188535	1.0499363	332.32568	178.00395	1265	4	0	0	0	0	0	0	152691	63.095455	0	0	0	0	315	-1	0	1	1	0
146025	1.052037	312.15198	175.63814	2349	7	2	1	30602	728.61905	508	7.0555556	317180	71.939215	31110	275.30973	2	1	240	-1	0	1	1	0
173010	1.087261	309.87909	229.74654	1373	9	4	1	12496	446.28571	133	4.2903226	94954.998	113.99159	12629	217.74138	4	1	264	-1	0	0	1	1
1699	1.0887142	342.91089	213.95674	1156	7	2	1	5964	350.82353	405	5.472973	82236	116.15254	6369	70.766667	2	1	1	-1	0	0	1	1
27553	1.0406348	584.19226	175.27187	1909	8	4	3	37975	926.21952	7848	52.32	565394	229.55501	45823	241.17369	4	3	48	-1	0	1	1	0
187350	1.049845	313.69983	180.95369	1749	9	1	1	1038	115.33333	383.99997	10.105262	199362	63.289524	1422	30.913043	1	1	320	-1	0	1	1	0
61877	1.0626725	283.67108	270.8912	1581	4	2	1	5657	404.07143	845	9.3888889	223438	73.571946	6502	63.126214	2	1	111	-1	0	0	1	1
74341	1.0265456	248.94637	208.81354	1212	4	1	2	3886.0002	485.75003	2787	33.987805	84885	28.648329	6673.0002	74.977531	1	2	133	-1	0	0	1	1
194881	1.0386396	753.45947	173.53981	1419	4	2	1	6093	380.8125	1186	20.101695	89008	93.104603	7279	98.364865	2	1	344	-1	0	1	1	0
94621	1.0934099	261.10849	208.38374	2129	3	3	1	22926	603.3158	497	6.3717949	118906	32.910601	23423	203.67827	3	1	162	-1	0	0	1	1
101406	1.0342346	262.23154	210.47977	1680	7	0	2	0	0	1259	9.1231884	65621.004	20.215959	1259	9.1231884	0	2	188	-1	0	0	1	1
22682	1.1166924	327.10898	231.99561	1138	2	1	0	5553	462.75	0	0	106374.01	125.7376	5553	462.75	1	0	28	-1	0	0	1	1
85214	1.0468519	313.75113	167.56898	1109	7	0	0	0	0	0	0	17416	17.07451	0	0	0	0	145	-1	0	1	1	0
144998	1.0701452	276.56406	169.89284	2053	8	0	2	0	0	1375	16.176471	27355	16.215175	1375	16.176471	0	2	216	-1	0	1	1	0
77376	1.0783585	423.79971	170.82887	2057	6	0	0	0	0	0	0	223697	63.102116	0	0	0	0	128	-1	0	1	1	0
155185	1.0909146	512.21686	240.22966	1955	4	3	1	31938	1140.6429	1121	13.670732	324954	74.856945	33059	303.29358	3	1	258	-1	0	0	1	1
139656	1.1229778	230.66789	191.21149	1915	9	0	0	0	0	0	0	67695	18.546575	0	0	0	0	225	-1	0	0	1	1
200072	1.303295	347.47968	185.89145	3786	9	0	3	0	0	6745	25.942308	35661	14.039764	6745	25.942308	0	3	354	-1	0	0	0	0
159625	1.1059284	217.30028	192.41714	1412	4	0	1	0	0	131	4.09375	18998	7.2650096	131	4.09375	0	1	287	-1	0	0	1	1
114218	1.0513935	320.92786	189.3927	1095	8	6	2	13202	400.06061	490	5	163142	141.4935	13692	105.32308	6	2	169	-1	0	0	1	0
170513	1.0684378	249.07011	250.00084	1198	7	1	0	9479	861.72727	0	0	44175	21.248196	9479	861.72727	1	0	267	-1	0	0	1	1
6565	1.1241508	336.61508	205.81929	1234	7	3	0	9072	533.64706	0	0	81756	98.858525	9072	533.64706	3	0	11	-1	0	0	1	1
37164	1.0429213	301.82001	217.32182	550	2	0	0	0	0	0	0	2836	10.701887	0	0	0	0	67	-1	0	0	0	0
107409	1.0827358	311.02274	209.33838	396	9	2	0	5302.0002	203.92309	0	0	48006.998	57.356031	5302.0002	203.92309	2	0	180	-1	0	0	0	0
187541	1.0915814	314.90366	203.08467	685	8	1	0	2774	308.22222	0	0	48290	48.29	2774	308.22222	1	0	319	-1	0	0	1	1
92953	1.0137553	413.82193	183.69681	1095	9	1	1	3362	672.4	203	2.9852941	454120	183.0391	3565	49.513889	1	1	159	-1	0	1	1	0
136929	1.0371611	287.75266	280.91043	2155	1	2	2	12698	1154.3636	407	6.8983051	198374	50.183152	13105	189.92754	2	2	229	-1	0	0	1	1
172158	1.1089291	580.58508	180.66896	2909	2	2	0	4214	175.58333	0	0	133734	98.117387	4214	175.58333	2	0	264	-1	0	0	0	0
68813	1.1515597	268.57639	242.20677	1093	1	0	0	0	0	0	0	19990	26.028646	0	0	0	0	142	-1	0	0	1	1
185309	1.0898925	315.94	163.01778	900	7	2	1	6036	402.4	1736	14.229508	35533	30.189465	7772	57.147059	2	1	327	-1	0	1	1	0
21273	1.036169	392.48712	191.66182	893	6	1	1	1133	103	191	4.8974359	101750	119.98821	1324	27.020408	1	1	32	-1	0	1	1	0
75695	1.0812353	253.11124	216.00459	872	3	0	1	0	0	548	7.7183099	12655	19.350153	548	7.7183099	0	1	130	-1	0	0	1	1
15518	1.0218087	411.66687	199.08591	1618	6	6	2	44944	1152.4103	831	9.5517241	175085.98	52.992126	45775	366.2	6	2	44	-1	0	0	1	1
46164	1.0472433	343.90298	216.67151	1309	9	1	1	3324	221.6	703	5.7154472	89982	85.534221	4027	29.394161	1	1	87	-1	0	0	1	1
33336	1.0751021	266.30264	299.81973	1520	7	0	2	0	0	564	6.2666667	32155	25.121094	564	6.2666667	0	2	59	-1	0	0	1	1
67300	1.0840331	219.68904	227.97087	2026	7	0	1	0	0	499	6.7432432	34203	9.304407	499	6.7432432	0	1	119	-1	0	0	1	1
104669	1.0916395	348.8436	168.32008	1509	2	0	1	0	0	3328	77.395349	19696	19.915066	3328	77.395349	0	1	183	-1	0	1	1	0
181761	1.0348561	208.48685	198.9752	1331	4	0	1	0	0	278	4.877193	2595.0001	4.1387561	278	4.877193	0	1	335	-1	0	0	1	1
161355	1.0459335	394.76639	177.22485	1481	8	2	1	3357	373	2440	38.125	52729	63.224221	5797	80.513889	2	1	286	-1	0	1	1	0
49615	1.3257516	259.77017	219.55241	496	7	0	2	0	0	554	3.6933333	12236	20.158155	554	3.6933333	0	2	78	-1	0	0	0	0
125440	1.0631012	246.80736	228.89369	1251	3	0	1	0	0	299	6.3617021	16745	19.336028	299	6.3617021	0	1	210	-1	0	0	1	1
72156	1.0149656	324.66147	166.40874	1923	7	0	0	0	0	0	0	184711	52.519477	0	0	0	0	137	-1	0	1	1	0
17763	1.1274497	345.77951	236.16777	1973	7	1	1	2313	257	117	3.0789474	77315	51.033003	2430	52.826087	1	1	40	-1	0	0	1	1
48950	1.1305154	303.92032	164.92494	866	9	0	3	0	0	1116	8.2058824	70099	19.914489	1116	8.2058824	0	3	81	-1	0	1	1	0
87106	1.0635447	364.48877	174.10349	1604	9	0	3	0	0	801	8.0909091	39079	24.702276	801	8.0909091	0	3	148	-1	0	1	1	0
174837	1.0432385	517.14447	182.84906	1855	7	0	1	0	0	244	12.2	658928	177.89633	244	12.2	0	1	292	-1	0	1	1	0
19758	1.0500603	428.10147	182.55858	956	8	0	1	0	0	1795	20.872093	233676	90.8185	1795	20.872093	0	1	36	-1	0	1	1	0
103567	1.0695304	236.71396	252.31471	1325	7	0	2	0	0	673	5.9557522	56506	19.538728	673	5.9557522	0	2	185	-1	0	0	1	1
81179	1.0410187	425.18918	171.41495	1258	4	1	1	12530	1392.2222	6540	89.589041	306889	124.24656	19070	235.4321	1	1	121	-1	0	1	1	0
168814	1.0562294	362.43079	171.75142	1416	4	0	0	0	0	0	0	182677	68.418352	0	0	0	0	270	-1	0	1	1	0
30908	1.0982068	302.03287	228.51849	1217	7	3	2	9040	393.04348	813	8.049505	65406	61.529633	9853	80.105691	3	2	53	-1	0	0	1	1
8469	1.1632601	309.92422	199.17883	2164	7	7	1	38008	974.5641	464	8.5925926	157081	116.18417	38472	418.17391	7	1	14	-1	0	0	0	0
3786	1.146239	334.1886	229.13794	2211	6	7	1	16453	316.40385	206	5.2820513	97281	55.844432	16659	185.1	7	1	5	-1	0	0	0	0
157501	1.1500304	293.23358	237.63504	411	6	1	0	3352	335.2	0	0	-3926	490.75	3352	335.2	1	0	262	-1	0	0	0	0
114987	1.0891957	225.65042	212.56303	1293	5	0	1	0	0	300	6.8181818	41664	14.557652	300	6.8181818	0	1	168	-1	0	0	1	1
72976	1.1466498	258.64868	197.05798	1483	9	3	1	6651	369.5	139	4.6333333	77059	24.801738	6790	144.46809	3	1	136	-1	0	0	1	1
179776	1.0781463	291.16623	230.18709	1534	1	0	0	0	0	0	0	113387	38.884431	0	0	0	0	309	-1	0	0	1	1
216336	1.0490834	389.22879	202.37355	1202	8	2	0	6236	519.66667	0	0	54470	50.481928	6236	519.66667	2	0	361	-1	0	0	1	1
108811	1.0452993	250.72922	184.38913	2814	3	1	4	2256	250.66667	2263.0001	7.2765275	31850	14.124169	4519.0001	14.166144	1	4	177	-1	0	0	0	0
175404	1.0826885	367.38116	180.30804	2571	9	10	1	14482	190.55263	1127	9.0887097	469603	86.963518	15609	78.437186	10	1	294	-1	0	0	0	0
103945	1.0179883	378.11307	176.00745	1477	2	0	1	0	0	2064	32.761905	260286	87.904762	2064	32.761905	0	1	184	-1	0	1	1	0
67223	1.0494314	288.01895	170.21188	1161	6	0	0	0	0	0	0	6768	7.5033259	0	0	0	0	119	-1	0	1	1	0
83091	1.0555844	246.94153	200.50842	1009	9	0	0	0	0	0	0	12777	14.087101	0	0	0	0	120	-1	0	0	1	1
216866	1.0408143	310.91162	170.6628	1290	5	0	1	0	0	704.00006	16.761906	8280	9.3559322	704.00006	16.761906	0	1	360	-1	0	1	1	0
127089	1.0980346	255.56104	182.60934	1925	1	2	2	19605.001	1225.3126	467	7.5322581	4771.9998	3.1189541	20072.001	260.67534	2	2	213	-1	0	0	1	1
180241	1.0436209	384.04907	185.43149	1467	1	1	1	3270	545	2952	23.616	69236	37.12386	6222	47.861538	1	1	310	-1	0	1	1	0
93208	1.1415707	316.38895	180.30392	1247	3	1	1	613	122.6	660	11.37931	30447	38.011236	1273	20.532258	1	1	160	-1	0	1	1	0
158847	1.2192307	222.60016	216.0717	2566	6	0	1	0	0	319	6.38	12745	6.0748333	319	6.38	0	1	263	-1	0	0	0	0
185322	1.1490598	285.61002	180.5293	2577	8	1	0	11188	1017.0909	0	0	117714	20.85279	11188	1017.0909	1	0	327	-1	0	0	0	0
